institution,instnm,city,institution_state,inst_level,fips
1052100,Ecole Jacques Lecoq,Paris,,I,
1052300,Far Eastern Univ,Philippines,,I,
1052400,Feinberg Grad School,Rehovot,,I,
1052500,University of Hertfordshire,Hatfield,,I,
1052501,University of Hertfordshire -,Hertford,,I,
1052502,University of Hertfordshire - St Albans,St Albans,,I,
1052503,University of Hertfordshire -,Watford,,I,
1052600,Chung Chi College Chinese University of Hong Kong,Hong Kong,,I,
1052900,Memphis Theological Seminary,Memphis,TN,I,47
1053000,Quinebaug Valley Community College,Danielson,CT,I,9
1053001,Quinebaug Valley Community College -Windham Technical High School,Willimantic,CT,I,9
1053002,Quinebaug Valley Community College - Brooklyn Correctional Institution,Brooklyn,CT,I,9
1053200,University Insurance Adjusters School,Miami,FL,I,12
1053300,University Motel School,Miami,FL,I,12
1053400,Universal Airlens Personnel Schools,Miami,FL,I,12
1053500,Universal Heavy Construction Schools,Miami,FL,I,12
1053600,Universal Truck Drivers School,Miami,FL,I,12
1053900,Northern New Mexico Community College,El Rito,NM,I,35
1054000,Blanton-Peale Graduate Institute,New York,NY,I,36
1054100,Empire Beauty School,Monroeville,PA,I,42
1054101,Empire Beauty School - Kennesaw,Kennesaw,GA,I,13
1054102,Empire Beauty School - Monroeville,Monroeville,PA,I,42
1054103,Empire Beauty School - Scranton,Scranton,PA,I,42
1054104,Empire Beauty School -  West Mifflin,West Mifflin,PA,I,42
1054200,Empire Beauty School,Moosic,PA,I,42
1054201,Empire Beauty School - Lisle,Lisle,IL,I,17
1054202,Empire Beauty School - Augusta,Augusta,GA,I,13
1054203,Empire Beauty School - Reading,Reading,PA,I,42
1054204,Empire Beauty School - Midlothian,Midlothian,VA,I,51
1054205,Empire Beauty School - York,York,PA,I,42
1054206,Empire Beauty School - Richmond,Richmond,VA,I,51
1054207,Empire Beauty School - Flagstaff,Flagstaff,AZ,I,4
1054208,Empire Beauty School - Chandler,Chandler,AZ,I,4
1054209,Empire Beauty School - Prescott,Prescott,AZ,I,4
1054210,Empire Beauty School - Chenoweth,Louisville,KY,I,21
1054211,Empire Beauty School - Malden,Malden,MA,I,25
1054212,Empire Beauty School - Dunwoody,Dunwoody,GA,I,13
1054213,Empire Beauty School - Brentwood,Brentwood,TN,I,47
1054214,Empire Beauty School - Wyncote,Wyncote,PA,I,42
1054215,Empire Beauty School - Tampa,Tampa,FL,I,12
1054216,Empire Beauty School - Newport News,Newport News,VA,I,51
1054300,Empire Beauty School,Williamsport,PA,I,42
1054301,Empire Beauty School - North Hills,Pittsburgh,PA,I,42
1054400,Pro Schools,Monona,WI,I,55
1054600,Century College,White Bear Lake,MN,I,27
1054601,Century Community and Technical College - Lakewood Community College,White Bear Lake,MN,I,27
1054602,Century Community and  Technical College-RISE!,St Paul,MN,I,27
1054603,Century Community and Technical College - HealthEast Midway Campus,St Paul,MN,I,27
1054604,Century College - International Market Square,Minneapolis,MN,I,27
1054800,Tedoro Aquilar Mora High School Vocational & Technical Division,Yabucoa,PR,I,72
1054900,Kehilath Yakov Rabbinical Seminary,Ossining,NY,I,36
1054901,Kehilath Yakov Rabbinical Seminary - Ossining,Ossining,NY,I,36
1055100,New York School for Medical & Dental Assistants,Long Island City,NY,I,36
1055101,NYSMedical&Dental Assistants - American Institute of Clinical Massage,Post Falls,ID,I,16
1055400,Concordia College Alabama,Selma,AL,I,1
1055800,Debbie's School of Beauty Culture,Chicago,IL,I,17
1056200,Tomas C Ongay Area Vocational School,Bayamon,PR,I,72
1056700,Colegio Universitario de San Juan,San Juan,PR,I,72
1057000,Trend College,Yakima,WA,I,53
1057100,Capitol Business College,Fife,WA,I,53
1057300,West Virginia Junior College,Charleston,WV,I,54
1057301,West Virginia Career College,Daytona Beach,FL,I,12
1057302,West Virginia Junior College,Bridgeport,WV,I,54
1057400,London Film School,London,,I,
1057401,London Film School - Annex,London,,I,
1057500,Sawyer College of Business,Waukegan,IL,I,17
1057600,Mary Hitchcock Memorial Hospital School of Nurses & Anesthesia,Hanover,NH,I,33
1057700,United College of Business,Hollywood,CA,I,6
1057701,United Colg of Bus    8345 Firestone Blvd,Downey,CA,I,6
1057702,Los Angeles Security Academy,Downey,CA,I,6
1057703,United College,Downey,CA,I,6
1057704,United College of Business,Pico Rivera,CA,I,6
1057705,United College of Business,Los Angeles,CA,I,6
1057900,West Valley Occupational Center,Woodland Hills,CA,I,6
1058000,Ashland Business College,Ashland,KY,I,21
1058100,Straight Business School,New Orleans,LA,I,22
1058300,Univ of London,London,,I,
1058400,Vrije Universiteit Brussels,Brussels,,I,
1058401,Vrije Universiteit Brussels - Campus Jette,Brussels,,I,
1058500,Ontario Inst for Studies is Educ (The),Ontario,,I,
1058600,Institute of Social Studies,The Hague,,I,
1058800,Australian National University,Canberra,,I,
1058900,Bangor University,Gwynedd,,I,
1058901,Bangor University - Wrexham,Wrexham,,I,
1058902,Bangor University - London Centre,London,,I,
1059000,Universite De Frauche-Comte,25030 Besancon Cedex,,I,
1059100,Staatliche Hochschule Fur Musik Freiburg im Breisgau,Freiburg/Breisgau,,I,
1059200,Univ of Gothenburg,Sweden,,I,
1059300,Universita Degli Studi Di Parma,Parma,,I,
1059400,"Richmond, The American International University in London",Richmond Upon Thames,,I,
1059401,"Richmond, The American International University in London - Kensington",London,,I,
1059402,"Richmond, The American International University in London - RIASA Prog",Leeds,,I,
1059600,Univ de Bilbao,Spain,,I,
1059700,Royal Danish Academy of Music,Denmark,,I,
1059800,Johannnes Gutenberg-Universität Mainz,Mainz,,I,
1059900,Institut D'Etudes Politiques De Paris,Paris,,I,
1060000,Sveuciliste U Zagrebu (University of Zagreb School of Vet Medicine),Zagreb,,I,
1060400,Rocky Mountain Business College,Boulder,CO,I,8
1060700,American Paramedical Academy,Atlanta,GA,I,13
1060800,Lutheran General & Deaconess Hospitals School of Nursing,Park Ridge,IL,I,17
1060900,Toledo Academy of Beauty Culture,Toledo,OH,I,39
1060901,Toledo Acdmy of Beauty Culture North,Toledo,OH,I,39
1060902,Toledo Acdmy of Beauty Culture South,Toledo,OH,I,39
1061000,Cleveland Institute of Technology,Independence,OH,I,39
1061001,Branch Campus,Toledo,OH,I,39
1061002,Branch Campus,Pittsburgh,PA,I,42
1061100,Eugene Beauty College,Eugene,OR,I,41
1061200,University Beauty College,Portland,OR,I,41
1061300,United Schools - Home Study Only,Knoxville,TN,I,47
1061500,J Sargent Reynolds Community Col,Richmond,VA,I,51
1061800,Mid America College of Funeral Service,Jeffersonville,IN,I,18
1062100,Automation & Training Universal-Hme St,Denver,CO,I,8
1062200,Baile School of Broadcasting,Seattle,WA,I,53
1062300,Kelsey Baird School,Spokane,WA,I,53
1062400,Lighthouse Career Institute,Dallas,TX,I,48
1062401,Central Texas Commerical College -,Brownwood,TX,I,48
1062500,Bowling Green Junior College of Business,Bowling Green,KY,I,21
1062501,Bowling Green Junior College of Business,Glasgow,KY,I,21
1062600,Delta Schools,Lafayette,LA,I,22
1062601,Branch Campus,New Iberia,LA,I,22
1062700,ITT Technical Institute,Wyoming,MI,I,26
1062701,ITT Technical Institute,Matteson,IL,I,17
1062702,ITT Technical Institute,Getzville,NY,I,36
1062703,ITT Technical Institute -,Washington,DC,I,11
1062704,ITT Technical Institute -,Canton,MI,I,26
1062705,ITT Technical Institute -,Dearborn,MI,I,26
1062706,ITT Technical Institute -,Springfield,MO,I,29
1062900,PB Cosmetology Education Centre,Gloucester City,NJ,I,34
1063000,Northern Institute of Cosmetology,Lorain,OH,I,39
1063100,Albert Merrill School,New York,NY,I,36
1063200,DeWolff Hairstyling and Cosmetology Institute,Albuquerque,NM,I,35
1063201,Dewolff College of Hairstyling & Cosmetology - Allbuquerque,Albuquerque,NM,I,35
1063202,Dewolff College of Hairstyling & Cosmetology - Allbuquerque,Albuquerque,NM,I,35
1063203,Dewolff College of Hairstyling and Cosmetology - Washington Test,Washington,DC,I,11
1063300,Houston Community College,Houston,TX,I,48
1063301,Houston Community College,Houston,TX,I,48
1063302,Houston Community College,Houston,,I,
1063303,Houston Community College - Central College - Central Campus,Houston,TX,I,48
1063304,Houston Community College - Rice Aviation,Houston,TX,I,48
1063305,Houston Community College - Northeast College Technology Center,Houston,TX,I,48
1063306,Houston Community College - Central College Rice Aviation/North Campus,Houston,TX,I,48
1063307,Houston Community College - Northeast College - Northline Center,Houston,TX,I,48
1063308,Houston Community College - Northeast College,Houston,TX,I,48
1063309,Houston Community College - Northeast College,Houston,TX,I,48
1063310,Houston Community College - Northeast College/Law Enforcement,Houston,TX,I,48
1063311,Houston Community College - Northeast College,Houston,TX,I,48
1063312,Houston Community College - Northeast College - Automotive Tech Ctr,Houston,TX,I,48
1063313,Houston Community College - Northeast College/Tuttle Center,Houston,TX,I,48
1063314,Houston Community College,Houston,TX,I,48
1063315,Houston Community College - Northwest College Northwest Center,Houston,TX,I,48
1063316,Houston Community College - Northwest College Cypress-Falls Center,Houston,TX,I,48
1063317,Houston Community College - Northwest College,Houston,TX,I,48
1063318,Houston Community College - Northwest College - Katy Campus,Houston,TX,I,48
1063319,Houston Community College - Southeast College - Eastside Campus,Houston,TX,I,48
1063320,Houston Community College - Southeast College Austin Center,Houston,TX,I,48
1063321,Houston Community College - Southeast College University Center Tower,Houston,TX,I,48
1063322,Houston Community College - Southeast College,Houston,TX,I,48
1063323,Houston Community College - Southeast College Jones Center,Houston,TX,I,48
1063324,Houston Community College - Southeast College Milby Center,Houston,TX,I,48
1063325,Houston Community College - Southeast College,Houston,TX,I,48
1063326,Houston Community College - Southeast College,Houston,TX,I,48
1063327,Houston Community College - Southeast College Worthing Center,Houston,TX,I,48
1063328,Houston Community College - Southwest College - Gulfton Center,Houston,TX,I,48
1063329,Houston Community College - Northwest College - Alief-Bissonnet Center,Houston,TX,I,48
1063330,Houston Community College - Southwest College,Houston,TX,I,48
1063331,Houston Community College - Southwest College Bellaire Center,Bellaire,TX,I,48
1063332,Houston Community College - Southwest College Galleria Area Center,Houston,TX,I,48
1063333,Houston Community College - Southwest College - Greenbriar Annex,Stafford,TX,I,48
1063334,Southwest College,Stafford,TX,I,48
1063335,Houston Community College - Southwest College Lee Center,Houston,TX,I,48
1063336,Houston Community College - Southwest College,Houston,TX,I,48
1063337,Houston Community College - Southwest College Power Center,Houston,TX,I,48
1063338,Houston Community College - Southwest College Sharpstown Center,Houston,TX,I,48
1063339,Houston Community College - Southwest College - Stafford Campus,Stafford,TX,I,48
1063340,Houston Community College - Southwest College - Applied Technology Ctr,Stafford,TX,I,48
1063341,Houston Community College - Southwest College - Missouri City Center,Missouri City,TX,I,48
1063342,Houston Community College - Northeast College - Northeast Campus,Houston,TX,I,48
1063343,Houston Community College - Southwest College - Scarcelle Science Ctr,Stafford,TX,I,48
1063344,Houston Community College - Northwest College - Spring Branch Center,Houston,TX,I,48
1063345,Houston Community College - Northeast College - Northeast Campus,Houston,TX,I,48
1063346,Houston Community College - Northeast College - Pinemont Center,Houston,TX,I,48
1063347,Houston Community College - Southwest College - West Loop Campus,Houston,TX,I,48
1063348,Houston Community College-Coleman College-Coleman Health Science Ctr,Houston,TX,I,48
1063349,Houston Community College - Applied Technology Center,Stafford,TX,I,48
1063350,Houston Community College -Southwest College Greenbriar Annex,Houston,TX,I,48
1063351,Houston Community College - Central College  - South Campus,Houston,TX,I,48
1063352,Houston Community College - Southwest College - Missouri City,Missouri City,TX,I,48
1063353,Houston Community College - Coleman College - John P McGovern Building,Houston,TX,I,48
1063354,Houston Community College - Southeast College - Felix Fraga Campus,Houston,TX,I,48
1063355,Houston Community College - Northwest College - Alief-Hayes Campus,Houston,TX,I,48
1063356,Houston Community College - Northeast College - North Forest Campus,Houston,TX,I,48
1063357,Houston Community College - Northwest College - Cinco Ranch Center,Houston,TX,I,48
1063358,Houston Community College - Northeast - Acres Homes Campus,Houston,TX,I,48
1063359,Houston Community College - Southwest - Brays Oaks Campus,Houston,TX,I,48
1063360,Houston Community College - Brookhaven College Location,Farmers Branch,TX,I,48
1063400,National Education Center - Arkansas College of Technology Campus,Little Rock,AR,I,5
1063500,Kaiser Foundation Hospital School Medical Techlgy,San Francisco,CA,I,6
1063800,Honeywell Inst of Information Sciences,Burlington,MA,I,25
1063900,Alpena's Hollywood School of Beauty,Alpena,MI,I,26
1064000,American Training Service - Home Study,Cherry Hill,NJ,I,34
1064100,Southern Westchester BOCES,Harrison,NY,I,36
1064200,Charmayne Beauty Academy,Maple Heights,OH,I,39
1064300,National School of Health Technology,Philadelphia,PA,I,42
1064500,Charles A Prosser Vocational Center,New Albany,IN,I,18
1064501,Charles A Prosser Vocational Center,Clarksville,IN,I,18
1064502,Charles A Prosser Vocational Center,New Albany,IN,I,18
1065200,Pasco - Hernando State College,New Port Richey,FL,I,12
1065201,Pasco - Hernando State College - North Campus,Brooksville,FL,I,12
1065202,Pasco-Hernando Community College - West Campus,New Port Richey,FL,I,12
1065203,Pasco - Hernando State College - East Campus,Dade City,FL,I,12
1065204,Pasco - Hernando Community College - East Campus,Dade City,FL,I,12
1065205,Pasco - Hernando State College - Spring Hill,Spring Hill,FL,I,12
1065206,Pasco - Hernando State College - Porter Campus,Wesley Chapel,FL,I,12
1065300,California Pacific Medical Center School of Medical Tech,San Francisco,CA,I,6
1065400,Chaplaincy Trng Dept Ga Men Hlth In,Atlanta,GA,I,13
1065500,Carney Hospital School of Medcial Techlgy (Closed),Boston,MA,I,25
1065600,State College of Beauty,Southgate,MI,I,26
1065700,Michigan College of Beauty,Detroit,MI,I,26
1065800,Saint Lukes Hospital School of Medical Technology,Duluth,MN,I,27
1065900,Methodist Hospital,Saint Louis Park,MN,I,27
1066000,Ritter Saint Paul Beauty College,Saint Paul,MN,I,27
1066200,Boces Technical Center,Yorktown Hts,NY,I,36
1066300,Wilma Boyd Career Schools,Moon Township,PA,I,42
1066301,Wilma Boyd Career Schools,West Palm Beach,FL,I,12
1066400,Mckennan Hospital School of Anesthesia,Sioux Falls,SD,I,46
1066500,St Paul Hospital School of Medical-Techlgy,Dallas,TX,I,48
1066600,Espanolas Beauty Colleg,Houston,TX,I,48
1066800,Woodcrest College,Lindale,TX,I,48
1067400,Texas Tech University Health Sciences Center,Lubbock,TX,I,48
1067401,Texas Tech University Health Sciences Center - El Paso,El Paso,TX,I,48
1067402,Texas Tech University Health Sciences Center - Amarillo,Amarillo,TX,I,48
1067403,Texas Tech University Health Sciences Center - Odessa,Odessa,TX,I,48
1067404,Texas Tech University Health Sciences Center - Midland,Midland,TX,I,48
1067405,Texas Tech University Health Sciences Center - Dallas,Dallas,TX,I,48
1067406,Texas Tech University Health Sciences Center - Abilene,Abilene,TX,I,48
1067500,Regent College,Vancouver,,I,
1067600,Universidad de Monterrey,San Pedro Garza Garcia,,I,
1067601,Universidad de Monterrey (Division de Ciencias de la Salud),San Pedro Garza Garcia,,I,
1067700,Universidad La Salle (Incl Mexican School of Med),Mexico DF,,I,
1067900,Univ of Tunis,Tunisia,,I,
1068100,Macquarie University,North Ryde,,I,
1068101,"Macquarie University - International College of Management, Sydney",Manly,,I,
1068102,Macquarie University - Macquarie City College,Sydney,,I,
1068103,Macquarie University - The Scholar Ship,Baltimore,MD,I,24
1068104,Macquarie University - Hong Kong Management Association,Wan Chai,,I,
1068105,Macquarie University - Singapore Human Resource Institute,Singapore,,I,
1068200,Antioch School of Law,Washington,DC,I,11
1068400,Erie Community College,Buffalo,NY,I,36
1068401,Erie Community College - South,Orchard Park,NY,I,36
1068402,Erie Community College -  North,Williamsville,NY,I,36
1068403,Erie Community College - Western New York Workforce Training Center,Buffalo,NY,I,36
1068900,Kaw Area Technical School,Topeka,KS,I,20
1069000,W A Foote Memorial Hospital Nursing,Jackson,MI,I,26
1069100,St Joseph's Hospital School of Nursing,Pittsburgh,PA,I,42
1069200,University of Queensland (The),Brisbane,,I,
1069201,University of Queensland (The) - Faculty of Medicine,Herston,,I,
1069202,University of Queensland - Gatton Campus,Lawes,,I,
1069203,University of Queensland (The) - Ipswich,Ipswich,,I,
1069204,University of Queensland (The) - Gatton,Gatton,,I,
1069205,University of Queensland (The) - Dayboro,Dayboro,,I,
1069400,International Hair Academy,Fort Collins,CO,I,8
1069500,Tri County Beauty Academy,Litchfield,IL,I,17
1069600,St Francis Hospital School of Anesthesia,Peoria,IL,I,17
1069700,Bernel College of Cosmetology & Applied Science,Ft Dodge,IA,I,19
1069800,Bernel College of Cosmetology & Applied Sciences,Ames,IA,I,19
1069900,Automation Machine Training Center,Kansas City,MO,I,29
1070000,Tennessee College of Applied Technology-Jacksboro,Jacksboro,TN,I,47
1070001,Tennessee College of Applied Technology-Jacksboro -,LaFollette,TN,I,47
1070100,Polytechnic of Ctrl London,England,,I,
1070200,National Theatre School of Canada,Canada,,I,
1070300,University of Lethbridge,Lethbridge,,I,
1070301,University of Lethbridge - Edmonton Campus,Edmonton,,I,
1070302,University of Lethbridge - SAIT Campus,Calgary,,I,
1070400,Silliman University,Dumaguete City,,I,
1070500,United Techl Inst,Boston,MA,I,25
1070700,Escondido Beauty College,Escondido,CA,I,6
1070800,Sawyer College of Business,Panorama City,CA,I,6
1070900,Empire Beauty School-Lakewood,Lakewood,CO,I,8
1070901,Columbine Beauty School II,Denver,CO,I,8
1071000,Capital Area Career Center,Springfield,IL,I,17
1071100,Boston Veterans Admin Hospital School of Medical Techlgy,Boston,MA,I,25
1071200,State College Of Beauty,Ann Arbor,MI,I,26
1071300,State College Of Beauty,Wayne,MI,I,26
1071600,Tobe-Coburn School For Fashion Careers,New York,NY,I,36
1071700,Great Plains Technology Center School District Number 9,Lawton,OK,I,40
1071701,Great Plains Technology Center School District Number 9,Frederick,OK,I,40
1071900,Herzing Institute Corres Division,Milwaukee,WI,I,55
1072000,Ryerson University,Toronto,,I,
1072200,Kentucky School Of Mortuary Science,Louisville,KY,I,21
1072300,Hochschule für Musik und Darstellende Kunst Frankfurt,Frankfurt,,I,
1072400,Albizu University,San Juan,PR,I,72
1072401,Carlos Albizu University- Miami Campus,Miami,FL,I,12
1072402,Carlos Albizu University - Centro Universitario de Mayaguez,Mayaguez,PR,I,72
1072700,DeVry University,Chicago,IL,I,17
1072701,DeVry University - Chicago Loop,Chicago,IL,I,17
1072702,DeVry University - Phoenix,Phoenix,AZ,I,4
1072703,DeVry University - Mesa,Mesa,AZ,I,4
1072704,DeVry University - Newark,Newark,CA,I,6
1072705,DeVry University - Long Beach,Long Beach,CA,I,6
1072706,DeVry University - Pomona,Pomona,CA,I,6
1072707,DeVry University - Sherman Oaks,Sherman Oaks,CA,I,6
1072708,DeVry University  - Irvine,Irvine,CA,I,6
1072709,DeVry University - Westminster,Westminster,CO,I,8
1072710,DeVry University - Colorado Springs,Colorado Springs,CO,I,8
1072711,DeVry University - Orlando,Orlando,FL,I,12
1072712,DeVry University - Miramar,Miramar,FL,I,12
1072713,DeVry University - Alpharetta,Alpharetta,GA,I,13
1072714,DeVry University - Decatur,Decatur,GA,I,13
1072715,DeVry University - Addison,Addison,IL,I,17
1072716,DeVry University - Tinley Park,Tinley Park,IL,I,17
1072717,DeVry University - Kansas City,Kansas City,MO,I,29
1072718,DeVry University- New Jersey,North Brunswick,NJ,I,34
1072719,DeVry College of  New York,Long Island City,NY,I,36
1072720,DeVry University - Columbus,Columbus,OH,I,39
1072721,DeVry University  - Polaris,Columbus,OH,I,39
1072722,DeVry University - Fort Washington,Fort Washington,PA,I,42
1072723,DeVry University - Federal Way,Federal Way,WA,I,53
1072724,DeVry University - Irving,Irving,TX,I,48
1072725,DeVry University - Arlington,Arlington,VA,I,51
1072726,DeVry University - Oakland,Oakland,CA,I,6
1072727,DeVry University - San Diego,San Diego,CA,I,6
1072728,DeVry University - Gwinnett,Duluth,GA,I,13
1072729,DeVry University - Chicago O'Hare,Chicago,IL,I,17
1072730,DeVry University - Miami,Miami,FL,I,12
1072731,DeVry University - Naperville,Naperville,IL,I,17
1072732,DeVry University - King of Prussia,King of Prussia,PA,I,42
1072733,DeVry University - Merrillville,Merrillville,IN,I,18
1072734,DeVry University - Plano_Mesquite,Mesquite,TX,I,48
1072735,DeVry University - Cleveland,Cleveland,OH,I,39
1072736,DeVry University - Tampa,Tampa,FL,I,12
1072737,"DeVry University - Buckhead, GA",Atlanta,GA,I,13
1072738,DeVry University - Perimeter,Atlanta,GA,I,13
1072739,DeVry University - Milwaukee,Milwaukee,WI,I,55
1072740,DeVry University - KC Downtown,Kansas City,MO,I,29
1072741,DeVry University - Calgary,Calgary,,I,
1072742,DeVry University - Cobb-Galleria,Atlanta,GA,I,13
1072743,DeVry University - Elgin,Elgin,IL,I,17
1072744,DeVry University - Bellevue,Bellevue,WA,I,53
1072745,DeVry University - St. Louis,St. Louis,MO,I,29
1072746,DeVry University - Cleveland East,Beachwood,OH,I,39
1072747,DeVry University - Indianapolis,Indianapolis,IN,I,18
1072748,DeVry University - Pittsburgh,Pittsburgh,PA,I,42
1072749,DeVry University - Portland,Portland,OR,I,41
1072750,DeVry University - Downers Grove,Downers Grove,IL,I,17
1072751,DeVry University - Charlotte,Charlotte,NC,I,37
1072752,DeVry University - Bethesda,Bethesda,MD,I,24
1072753,DeVry University - Orlando North,Orlando,FL,I,12
1072754,DeVry University - Houston,Houston,TX,I,48
1072755,"DeVry University - Henderson, NV",Henderson,NV,I,32
1072756,DeVry University - Houston (Galleria),Houston,TX,I,48
1072757,DeVry University - Cleveland II,Independence,OH,I,39
1072758,DeVry University - Waukesha,Waukesha,WI,I,55
1072759,DeVry University - Manassas,Manassas,VA,I,51
1072760,DeVry University - Gurnee,Gurnee,IL,I,17
1072761,DeVry University - Philadelphia,Philadelphia,PA,I,42
1072762,DeVry University - Denver,Greenwood Village,CO,I,8
1072763,DeVry University - Fort Lauderdale,Fort Lauderdale,FL,I,12
1072764,DeVry University - Fort Worth,Fort Worth,TX,I,48
1072765,DeVry University - Sacramento,Elk Grove,CA,I,6
1072766,DeVry University - Austin,Austin,TX,I,48
1072767,DeVry University - Edina,Edina,MN,I,27
1072768,DeVry University - Stockbridge,Stockbridge,GA,I,13
1072769,DeVry University - St. Louis Park,St. Louis Park,MN,I,27
1072770,DeVry University - San Antonio,San Antonio,TX,I,48
1072771,DeVry University - Raleigh-Durham,Morrisville,NC,I,37
1072772,DeVry University - Fresno,Fresno,CA,I,6
1072773,DeVry University - Cincinnati,Cincinnati,OH,I,39
1072774,DeVry University - Oklahoma City,Oklahoma City,OK,I,40
1072775,DeVry University - Colton,Colton,CA,I,6
1072776,"DeVry University - Sandy, UT",Sandy,UT,I,49
1072777,DeVry University - Dayton,Dayton,OH,I,39
1072778,DeVry University - Schaumburg,Schaumburg,IL,I,17
1072779,DeVry University - Northeast Phoenix,Phoenix,AZ,I,4
1072780,DeVry University - Memphis,Memphis,TN,I,47
1072781,DeVry University - Tampa East,Tampa,FL,I,12
1072782,DeVry University - Jacksonville,Jacksonville,FL,I,12
1072783,DeVry University - San Jose,San Jose,CA,I,6
1072784,DeVry University - Nashville,Nashville,TN,I,47
1072785,DeVry University - Chesapeake,Chesapeake,VA,I,51
1072786,DeVry University - Southfield,Southfield,MI,I,26
1072787,DeVry University - Bakersfield,Bakersfield,CA,I,6
1072788,"DeVry University - Palmdale, CA",Palmdale,CA,I,6
1072789,"DeVry University - Louisville, KY",Louisville,KY,I,21
1072790,DeVry University - Paramus,Paramus,NJ,I,34
1072791,DeVry University - Daly City Center,Daly City,CA,I,6
1072792,DeVry University - Alhambra,Alhambra,CA,I,6
1072793,DeVry University - Anaheim,Anaheim,CA,I,6
1072794,DeVry University - Glendale,Glendale,AZ,I,4
1072795,DeVry College of New York,New York,NY,I,36
1072796,DeVry University - Cedar Hill,Cedar Hill,TX,I,48
1072797,DeVry University - Sugar Land,Sugar Land,TX,I,48
1072798,DeVry College of New York -  Rego Park,Rego Park,NY,I,36
1072799,DeVry University - West Hills,Coalinga,CA,I,6
11072700,DeVry University - Lynnwood,Lynnwood,WA,I,53
11072701,DeVry University - Oxnard,Oxnard,CA,I,6
11072702,DeVry University - Cranberry,Cranberry,PA,I,42
11072703,DeVry University - Cherry Hill,Cherry Hill,NJ,I,34
11072704,DeVry University - NWTC Green Bay,Green Bay,WI,I,55
11072705,DeVry University - Folsom,Folsom,CA,I,6
11072706,DeVry University - San Marcos,San Marcos,CA,I,6
11072707,DeVry University - Downers,Downers Grove,IL,I,17
1072900,La Carnes Rock Hill Beauty College,Rock Hill,SC,I,45
1073000,TRC - Jan Mar Beauty Academy,Newport News,VA,I,51
1073200,San Juan Basin Technical College,Mancos,CO,I,8
1073201,San Juan Basin Technical College - Durango,Durango,CO,I,8
1073202,San Juan BasinTechnical College - Cortez,Cortez,CO,I,8
1073300,Boca Raton Community Hospital School Radiology Technology,Boca Raton,FL,I,12
1073500,St Francis Hospital School of Nurse Anesthesia Institue,Wichita,KS,I,20
1073600,Marion Technical College,Marion,OH,I,39
1073601,Marion Technical College - Crawford Success Center,Bucyrus,OH,I,39
1073700,Advocate Illinois Masonic School of Radiologic Technology,Chicago,IL,I,17
1073701,Advocate Northside Health Systems- School of Nurse Anesthesia,Chicago,IL,I,17
1073702,Advocate Northside Health System - Advocate Kutsch College of Nursing,Chicago,IL,I,17
1073703,Advocate Northside Health System -Advocate IL Masonic Sch of Rad Tech,Chicago,IL,I,17
1073900,Beebe's Academy of Beauty Culture,Yuma,AZ,I,4
1074000,Superstition Air Service,Mesa,AZ,I,4
1074100,Academy of Salon and Spa,Fort Smith,AR,I,5
1074101,Academy of Salon and Spa -,Tahlequah,OK,I,40
1074200,Pacific Coast College,Los Angeles,CA,I,6
1074400,Career Training Inst,Wethersfield,CT,I,9
1074500,Meriden-Wallingford Hospital School of Nursing,Meriden,CT,I,9
1074600,Rutledge College,Atlanta,GA,I,13
1074700,Electronic Computer Programming Inst,Wichita,KS,I,20
1074800,Mr John's School of Beauty,Louisville,KY,I,21
1075200,Water & Wastewater Techl School,Neosho,MO,I,29
1075300,Paterno's Dermalogics Institute,Dover,NJ,I,34
1075500,Stevens College of Fashion Business,Toledo,OH,I,39
1075600,Lewis Weinberger and Hill Beauty School,Youngstown,OH,I,39
1075700,Mid Ohio Practical Nurse Program,Mansfield,OH,I,39
1075800,St Johns Medical Center,Tulsa,OK,I,40
1075900,Hillsboro School of Beauty,Hillsboro,OR,I,41
1076000,Brackenridge Hospital School of Nursing,Austin,TX,I,48
1076100,Dallas Institute of Funeral Service,Dallas,TX,I,48
1076200,Western Technology Center School District No. 12,Burns Flat,OK,I,40
1076201,Western Oklahoma Area Vocational Technical School,Altus,OK,I,40
1076202,Western Technology Center School District No. 12-Sayre,Sayre,OK,I,40
1076203,Western Technology Center School District No. 12-Weatherford,Weatherford,OK,I,40
1076204,Western Technology Center School District No. 12 -Elk City,Elk City,OK,I,40
1076500,Phillips Junior College,Columbus,GA,I,13
1076501,Phillips Colg,Gulfport,MS,I,28
1076700,Marinello School of Beauty,Downey,CA,I,6
1076800,Marinello School Of Beauty,Ontario,CA,I,6
1076900,Tennessee School of Beauty,Alcoa,TN,I,47
1077000,Data Training Center,Lawton,OK,I,40
1077100,Gupton-Jones College of Funeral Service,Decatur,GA,I,13
1077200,Kentucky School of Mortuary Science,Louisville,KY,I,21
1077300,Careerco School for Paraprof-Home Study,Syracuse,NY,I,36
1077400,Lafayette Academy,North Providence,RI,I,44
1077500,National Educ Ctr (Sawyer Campus) (CLOSED),Anaheim,CA,I,6
1077600,Aero Techl Inst,Wichita Falls,TX,I,48
1077900,Porter and Chester Institute,Stratford,CT,I,9
1077901,Porter and Chester Institute,Bridgeport,CT,I,9
1077902,Porter and Chester Institute - Waterbury,Waterbury,CT,I,9
1077903,Porter and Chester Institute - Enfield,Enfield,CT,I,9
1077904,Porter and Chester Institute - Wethersfield,Wethersfield,CT,I,9
